id,vine.maturity,env
W17053-18,5.011956677,Hancock20
W17055-4,4.987078496,Hancock20
W17056-5,4.011956677,Hancock20
W17056-8,6.123908487,Hancock20
W17057-16,5.011956677,Hancock20
W17057-28,4.011956677,Hancock20
W17057-3,4.011956677,Hancock20
W17057-44,3.987078496,Hancock20
W17057-5,4.987078496,Hancock20
W17057-8,6.011956677,Hancock20
W17058-5,5.148786668,Hancock20
W17060-22,5.011956677,Hancock20
W17060-24,6.123908487,Hancock20
W17060-27,6.987078496,Hancock20
W17060-30,5.011956677,Hancock20
W17060-9,6.011956677,Hancock20
W17062-1,5.011956677,Hancock20
W17062-10,4.011956677,Hancock20
W17062-11,5.260738478,Hancock20
W17062-17,4.011956677,Hancock20
W17062-21,6.011956677,Hancock20
W17062-22,2.987078496,Hancock20
W17062-26,5.011956677,Hancock20
W17062-6,4.011956677,Hancock20
W17063-8,5.011956677,Hancock20
W17064-10,5.011956677,Hancock20
W17064-19,5.987078496,Hancock20
W17064-20,7.011956677,Hancock20
W17064-22,4.148786668,Hancock20
W17064-25,3.987078496,Hancock20
W17064-27,4.011956677,Hancock20
W17064-7,2.987078496,Hancock20
W17064-8,6.011956677,Hancock20
W17065-11,7.011956677,Hancock20
W17065-20,5.011956677,Hancock20
W17065-21,6.123908487,Hancock20
W17065-8,6.011956677,Hancock20
W17066-1,4.987078496,Hancock20
W17066-11,5.987078496,Hancock20
W17066-22,5.987078496,Hancock20
W17066-26,5.011956677,Hancock20
W17066-30,5.011956677,Hancock20
W17066-34,6.123908487,Hancock20
W17066-9,5.148786668,Hancock20
W17067-1,5.987078496,Hancock20
W17067-13,3.987078496,Hancock20
W17067-27,7.123908487,Hancock20
W17067-7,4.987078496,Hancock20
W17AF6654-13,4.987078496,Hancock20
W17AF6654-15,5.011956677,Hancock20
W17AF6670-1,6.011956677,Hancock20
W17AF6677-8,3.987078496,Hancock20
W17AF6678-7,4.987078496,Hancock20
W17AF6684-10,3.987078496,Hancock20
W17AF6685-2,4.987078496,Hancock20
W17AF6686-6,5.285616659,Hancock20
WAF15133-3,3.980540628,Hancock20
WAF15184-4,3.980540628,Hancock20
WAF15204-4,7.25420061,Hancock20
WAF15221-2,6.980540628,Hancock20
